1.000000000000000e+00 2.275231913805565e-01
1.000000000000000e+00 2.275230053950240e-01
1.000000000000000e+00 2.275228031239609e-01
1.000000000000000e+00 2.275216383600149e-01
1.000000000000000e+00 2.275196971128400e-01
1.000000000000000e+00 2.275169794070431e-01
1.000000000000000e+00 2.275134853026791e-01
1.000000000000000e+00 2.275092148413650e-01
1.000000000000000e+00 2.275041681187308e-01
1.000000000000000e+00 2.274983451929133e-01
1.000000000000000e+00 2.274917461945711e-01
1.000000000000000e+00 2.274843711977362e-01
1.000000000000000e+00 2.274762203674351e-01
1.000000000000000e+00 2.274672937928816e-01
1.000000000000000e+00 2.274575916727464e-01
1.000000000000000e+00 2.274471141107173e-01
1.000000000000000e+00 2.274358613383803e-01
1.000000000000000e+00 2.274238334732362e-01
1.000000000000000e+00 2.274110307791312e-01
1.000000000000000e+00 2.273974533868179e-01
1.000000000000000e+00 2.273831015918549e-01
1.000000000000000e+00 2.273679755378214e-01
1.000000000000000e+00 2.273520755515893e-01
1.000000000000000e+00 2.273354017892989e-01
1.000000000000000e+00 2.273179546088880e-01
1.000000000000000e+00 2.272997341789514e-01
1.000000000000000e+00 2.272807408884122e-01
1.000000000000000e+00 2.272609749183593e-01
1.000000000000000e+00 2.272404366887659e-01
1.000000000000000e+00 2.272191263933928e-01
1.000000000000000e+00 2.271970444834586e-01
1.000000000000000e+00 2.271741911656782e-01
1.000000000000000e+00 2.271505669228166e-01
1.000000000000000e+00 2.271261719749054e-01
1.000000000000000e+00 2.271010068366418e-01
1.000000000000000e+00 2.270750717417926e-01
1.000000000000000e+00 2.270483672374181e-01
1.000000000000000e+00 2.270208935714710e-01
1.000000000000000e+00 2.269926513238324e-01
1.000000000000000e+00 2.269636407570905e-01
1.000000000000000e+00 2.269338624844043e-01
1.000000000000000e+00 2.269033167834205e-01
1.000000000000000e+00 2.268720043009892e-01
1.000000000000000e+00 2.268399253301776e-01
1.000000000000000e+00 2.268070805518904e-01
1.000000000000000e+00 2.267734702748856e-01
1.000000000000000e+00 2.267390952143706e-01
1.000000000000000e+00 2.267039556949493e-01
