0.000000000000000e+00 0.000000000000000e+00 1.148266191176561e-03
3.125000000000000e-03 3.369263549427258e-03 1.148274417984792e-03
6.250000000000000e-03 6.739349689698711e-03 1.148307232028328e-03
9.375000000000001e-03 1.011108121249049e-02 1.148361966889998e-03
1.250000000000000e-02 1.348528131119160e-02 1.148438679534483e-03
1.562500000000000e-02 1.686277378188298e-02 1.148537450319285e-03
1.875000000000000e-02 2.024438322446370e-02 1.148658380162916e-03
2.187500000000000e-02 2.363093524397333e-02 1.148801593470772e-03
2.500000000000000e-02 2.702325665215984e-02 1.148967243720682e-03
2.812500000000000e-02 3.042217566934200e-02 1.149155505893414e-03
3.125000000000000e-02 3.382852212661575e-02 1.149366580782536e-03
3.437500000000000e-02 3.724312766845378e-02 1.149600692730469e-03
3.750000000000001e-02 4.066682595574785e-02 1.149858090934912e-03
4.062500000000000e-02 4.410045286934348e-02 1.150139049441885e-03
4.375000000000000e-02 4.754484671411652e-02 1.150443867640354e-03
4.687500000000000e-02 5.100084842364160e-02 1.150772870636842e-03
5.000000000000000e-02 5.446930176550237e-02 1.151126409699056e-03
5.312500000000001e-02 5.795105354729364e-02 1.151504862722738e-03
5.625000000000000e-02 6.144695382336569e-02 1.151908634735967e-03
5.937500000000000e-02 6.495785610236132e-02 1.152338158439980e-03
6.250000000000000e-02 6.848461755559625e-02 1.152793894788520e-03
6.562500000000000e-02 7.202809922633362e-02 1.153276333606995e-03
6.875000000000001e-02 7.558916624000402e-02 1.153785994252879e-03
7.187500000000001e-02 7.916868801542200e-02 1.154323426318820e-03
7.500000000000001e-02 8.276753847705080e-02 1.154889210379980e-03
7.812500000000000e-02 8.638659626836727e-02 1.155483958787229e-03
8.125000000000000e-02 9.002674496637868e-02 1.156108316507917e-03
8.437500000000001e-02 9.368887329734420e-02 1.156762962016041e-03
8.750000000000001e-02 9.737387535375355e-02 1.157448608233739e-03
9.062500000000001e-02 1.010826508126157e-01 1.158166003526181e-03
9.375000000000000e-02 1.048161051551108e-01 1.158915932752027e-03
9.687500000000000e-02 1.085751498876601e-01 1.159699218371772e-03
1.000000000000000e-01 1.123607027644654e-01 1.160516721616455e-03
1.031250000000000e-01 1.161736880115753e-01 1.161369343719308e-03
1.062500000000000e-01 1.200150365525305e-01 1.162258027213149e-03
1.093750000000000e-01 1.238856862356450e-01 1.163183757296424e-03
1.125000000000000e-01 1.277865820629775e-01 1.164147563271007e-03
1.156250000000000e-01 1.317186764210495e-01 1.165150520055068e-03
1.187500000000000e-01 1.356829293133661e-01 1.166193749774455e-03
1.218750000000000e-01 1.396803085947971e-01 1.167278423436304e-03
1.250000000000000e-01 1.437117902078738e-01 1.168405762688754e-03
1.281250000000000e-01 1.477783584210617e-01 1.169577041670892e-03
1.312500000000000e-01 1.518810060690650e-01 1.170793588957272e-03
1.343750000000000e-01 1.560207347952229e-01 1.172056789601624e-03
1.375000000000000e-01 1.601985552960564e-01 1.173368087284583e-03
1.406250000000000e-01 1.644154875680252e-01 1.174728986570584e-03
1.437500000000000e-01 1.686725611565558e-01 1.176141055279324e-03
1.468750000000000e-01 1.729708154074000e-01 1.177605926977492e-03
1.500000000000000e-01 1.773112997203869e-01 1.179125303596792e-03
1.531250000000000e-01 1.816950738056289e-01 1.180700958184588e-03
1.562500000000000e-01 1.861232079422458e-01 1.182334737793859e-03
1.593750000000000e-01 1.905967832396682e-01 1.184028566519485e-03
1.625000000000000e-01 1.951168919015860e-01 1.185784448688274e-03
1.656250000000000e-01 1.996846374926046e-01 1.187604472210500e-03
1.687500000000000e-01 2.043011352076760e-01 1.189490812101153e-03
1.718750000000000e-01 2.089675121443681e-01 1.191445734179476e-03
1.750000000000000e-01 2.136849075780412e-01 1.193471598955820e-03
1.781250000000000e-01 2.184544732399964e-01 1.195570865715294e-03
1.812500000000000e-01 2.232773735986666e-01 1.197746096808119e-03
1.843750000000000e-01 2.281547861439151e-01 1.199999962157094e-03
1.875000000000000e-01 2.330879016745160e-01 1.202335243993058e-03
1.906250000000000e-01 2.380779245888810e-01 1.204754841829713e-03
1.937500000000000e-01 2.431260731791094e-01 1.207261777689715e-03
1.968750000000000e-01 2.482335799284277e-01 1.209859201594425e-03
2.000000000000000e-01 2.534016918120952e-01 1.212550397330251e-03
2.031250000000000e-01 2.586316706018478e-01 1.215338788505053e-03
2.062500000000000e-01 2.639247931739538e-01 1.218227944908585e-03
2.093750000000000e-01 2.692823518209576e-01 1.221221589191535e-03
2.125000000000000e-01 2.747056545671873e-01 1.224323603878176e-03
2.156250000000000e-01 2.801960254881028e-01 1.227538038728257e-03
2.187500000000000e-01 2.857548050335636e-01 1.230869118464175e-03
2.218750000000000e-01 2.913833503550930e-01 1.234321250880046e-03
2.250000000000000e-01 2.970830356372213e-01 1.237899035349687e-03
2.281250000000000e-01 3.028552524329863e-01 1.241607271751001e-03
2.312500000000000e-01 3.087014100036755e-01 1.245450969824637e-03
2.343750000000000e-01 3.146229356628902e-01 1.249435358985112e-03
2.375000000000000e-01 3.206212751250189e-01 1.253565898602906e-03
2.406250000000000e-01 3.266978928582008e-01 1.257848288776207e-03
2.437500000000000e-01 3.328542724418705e-01 1.262288481611123e-03
2.468750000000000e-01 3.390919169289667e-01 1.266892693029175e-03
